Date,Open,High,Low,Close,Adj Close,Volume
2021-06-21,184.352493,185.365005,178.227493,184.272507,184.147156,67238400
2021-06-22,184.714996,189.637497,183.860001,188.867493,188.739014,58014400
2021-06-23,190.077499,191.527496,189.077499,190.572495,190.442856,33235600
2021-06-24,192.277496,194.199997,190.882507,192.054993,191.924347,32092400
2021-06-25,192.804993,193.455002,188.945007,190.309998,190.180527,27836400
2021-06-28,193.612503,200.787506,193.190002,199.850006,199.714050,49543600
2021-06-29,198.824997,200.987503,196.570007,200.267502,200.131256,36763200
2021-06-30,199.992493,201.625000,198.637497,200.024994,199.888916,32656800
2021-07-01,201.250000,204.559998,200.190002,202.119995,201.982498,48013600
2021-07-02,204.402496,205.052505,202.877502,204.869995,204.730621,34276400
2021-07-06,207.375000,208.419998,203.502502,206.985001,206.844193,44670800
2021-07-07,208.535004,208.750000,203.320007,203.717499,203.578918,41842800
2021-07-08,198.565002,201.330002,197.007507,199.027496,198.892105,50330000
2021-07-09,199.625000,200.802505,197.542496,200.502502,200.366119,29662400
2021-07-12,202.399994,205.327499,201.877502,205.125000,204.985458,32198400
2021-07-13,204.005005,204.612503,201.139999,202.500000,202.362244,29070800
2021-07-14,203.577499,204.177505,197.527496,198.414993,198.280029,38010000
2021-07-15,198.117493,198.470001,188.585007,189.662506,189.533493,55056400
2021-07-16,190.304993,191.570007,180.729996,181.610001,181.486450,68822400
2021-07-19,179.152496,190.419998,178.654999,187.797501,187.669754,74906000
2021-07-20,187.300003,188.380005,181.639999,186.119995,185.993378,43468700
2021-07-21,188.820007,195.270004,187.419998,194.100006,193.967957,37101700
2021-07-22,196.419998,198.869995,192.759995,195.940002,195.806702,32382600
2021-07-23,196.559998,197.000000,192.500000,195.580002,195.446960,19567200
2021-07-26,193.110001,194.419998,189.139999,192.940002,192.808746,20394300
2021-07-27,192.649994,196.220001,187.410004,192.080002,191.949326,24886300
2021-07-28,193.190002,196.460007,189.949997,195.029999,194.897339,20219100
2021-07-29,195.190002,198.529999,193.279999,196.619995,196.486252,19078100
2021-07-30,194.179993,196.300003,192.630005,194.990005,194.857346,18349700
2021-08-02,197.000000,199.610001,193.610001,197.500000,197.365631,21744400
2021-08-03,197.399994,202.220001,192.199997,198.149994,198.015198,30181100
2021-08-04,199.899994,203.179993,198.279999,202.740005,202.602097,23130900
2021-08-05,205.000000,207.330002,203.419998,206.369995,206.229599,21143500
2021-08-06,205.240005,205.699997,202.100006,203.660004,203.521454,17849700
2021-08-09,204.460007,205.080002,201.429993,202.949997,202.811920,14644300
2021-08-10,203.220001,204.300003,198.350006,199.360001,199.224380,17923800
2021-08-11,200.429993,200.490005,194.300003,196.990005,196.855988,18592500
2021-08-12,198.699997,200.289993,196.199997,199.050003,198.914612,15165200
2021-08-13,199.050003,202.139999,198.509995,201.880005,201.742676,18306300
2021-08-16,201.350006,202.869995,194.529999,199.500000,199.364288,21087600
2021-08-17,196.850006,197.699997,192.669998,194.580002,194.447632,20458500
2021-08-18,195.000000,196.339996,190.000000,190.399994,190.270462,28591300
2021-08-19,194.940002,204.949997,187.619995,197.979996,197.845322,76655500
2021-08-20,199.910004,208.649994,199.330002,208.160004,208.018387,67574100
2021-08-23,209.710007,219.970001,209.500000,219.580002,219.430618,57580700
2021-08-24,217.529999,219.589996,215.350006,217.929993,217.781723,29729900
2021-08-25,217.369995,224.699997,217.220001,222.130005,221.978882,34770100
2021-08-26,222.000000,223.399994,217.899994,220.679993,220.529877,23794000
2021-08-27,221.839996,227.220001,221.669998,226.360001,226.206024,30472200
2021-08-30,228.300003,230.429993,225.509995,226.880005,226.725647,26258000
2021-08-31,226.949997,226.949997,221.199997,223.850006,223.737167,25985000
2021-09-01,224.850006,226.970001,223.570007,224.410004,224.296906,20176700
2021-09-02,225.179993,225.929993,222.949997,223.960007,223.847122,18783400
2021-09-03,223.250000,229.860001,222.000000,228.429993,228.314865,28053200
2021-09-07,228.330002,228.990005,225.220001,226.619995,226.505768,19810700
2021-09-08,225.130005,226.100006,219.770004,223.389999,223.277405,25443400
2021-09-09,223.119995,225.380005,221.309998,221.770004,221.658218,19685600
2021-09-10,223.479996,226.259995,222.699997,224.779999,224.666687,24837600
2021-09-13,226.839996,229.639999,218.580002,221.520004,221.408356,29750000
2021-09-14,222.750000,224.100006,220.860001,222.419998,222.307892,19975500
2021-09-15,223.089996,223.669998,219.660004,223.410004,223.297394,16653800
2021-09-16,221.830002,222.770004,219.270004,222.419998,222.307892,15603300
2021-09-17,223.000000,223.210007,218.300003,219.000000,218.889618,29450300
2021-09-20,211.460007,214.330002,206.619995,211.130005,211.023590,34944000
2021-09-21,214.169998,214.250000,209.500000,212.460007,212.352921,20468800
2021-09-22,213.660004,219.600006,211.960007,219.410004,219.299408,26872600
2021-09-23,221.399994,225.350006,218.899994,224.820007,224.706696,24855500
2021-09-24,220.699997,221.490005,218.610001,220.809998,220.698700,21765500
2021-09-27,217.100006,217.990005,213.250000,216.600006,216.490829,24521500
2021-09-28,212.139999,214.190002,206.509995,206.990005,206.885681,34306900
2021-09-29,209.399994,210.169998,204.669998,205.169998,205.066574,21839400
2021-09-30,207.679993,210.660004,206.880005,207.160004,207.055588,22100900
2021-10-01,207.500000,208.589996,202.029999,207.419998,207.315445,24097800
2021-10-04,205.039993,205.419998,195.550003,197.320007,197.220551,34563500
2021-10-05,199.500000,206.479996,198.539993,204.509995,204.406906,27928200
2021-10-06,201.199997,207.199997,200.800003,207.000000,206.895660,29720200
2021-10-07,210.919998,213.220001,209.720001,210.750000,210.643768,25691900
2021-10-08,211.009995,212.059998,207.750000,208.309998,208.205002,15125800
2021-10-11,205.750000,210.630005,205.110001,206.949997,206.845673,16338800
2021-10-12,208.279999,210.570007,205.279999,206.710007,206.605820,16213400
2021-10-13,209.179993,209.899994,207.130005,209.389999,209.284454,18065200
2021-10-14,212.880005,217.550003,211.220001,217.460007,217.350403,24358900
2021-10-15,218.100006,219.309998,216.619995,218.619995,218.509796,22699400
2021-10-18,217.490005,222.910004,216.440002,222.220001,222.107986,18949400
2021-10-19,222.759995,223.789993,220.369995,222.899994,222.787628,16147300
2021-10-20,223.050003,224.330002,219.820007,221.029999,220.918579,14627600
2021-10-21,220.970001,227.110001,220.830002,226.919998,226.805618,18759000
2021-10-22,228.229996,231.300003,225.610001,227.259995,227.145447,24938400
2021-10-25,229.729996,233.550003,227.699997,231.660004,231.543243,23023500
2021-10-26,239.889999,252.589996,239.240005,247.169998,247.045395,48589800
2021-10-27,244.740005,250.899994,242.820007,244.509995,244.386749,24599000
2021-10-28,248.779999,249.500000,245.229996,249.410004,249.284286,23420400
2021-10-29,250.009995,257.089996,250.000000,255.669998,255.541138,29250300
2021-11-01,256.489990,258.940002,252.270004,258.269989,258.139801,26574000
2021-11-02,258.220001,266.779999,258.000000,264.010010,263.876953,29411200
2021-11-03,266.700012,267.839996,262.350006,265.980011,265.845947,23991000
2021-11-04,272.290009,313.649994,271.179993,298.010010,297.859802,115363100
2021-11-05,301.869995,314.000000,294.100006,297.519989,297.370026,85126000
2021-11-08,301.489990,311.000000,299.070007,308.040009,307.884735,50310100
2021-11-09,322.820007,323.100006,299.640015,306.570007,306.415466,64674600
2021-11-10,293.559998,308.500000,287.779999,294.589996,294.441498,63620600
2021-11-11,304.679993,305.899994,297.769989,303.899994,303.746796,33217200
2021-11-12,300.100006,306.799988,296.299988,303.899994,303.746796,41305400
2021-11-15,305.519989,306.440002,292.470001,300.250000,300.098694,38490900
2021-11-16,297.589996,303.899994,297.059998,302.029999,301.877777,26448400
2021-11-17,304.179993,305.089996,288.000000,292.609985,292.462463,42850800
2021-11-18,323.670013,327.600006,313.209991,316.750000,316.590332,78171100
2021-11-19,322.429993,330.880005,319.049988,329.850006,329.683746,53386700
2021-11-22,335.170013,346.470001,319.000000,319.559998,319.398926,75433500
2021-11-23,315.350006,323.600006,308.799988,317.459991,317.299988,53216300
2021-11-24,314.609985,328.549988,309.279999,326.739990,326.575287,43516200
2021-11-26,326.000000,327.100006,313.500000,315.029999,314.871185,28306900
2021-11-29,323.660004,334.119995,320.359985,333.760010,333.591766,45496400
2021-11-30,331.690002,333.529999,318.640015,326.760010,326.595306,62206600
2021-12-01,332.190002,332.890015,313.799988,314.350006,314.230042,48436800
2021-12-02,312.140015,324.779999,310.250000,321.260010,321.137390,47289000
2021-12-03,320.000000,321.290009,301.299988,306.929993,306.812836,54432500
2021-12-06,298.799988,302.410004,280.380005,300.369995,300.255371,65893800
2021-12-07,309.570007,324.489990,306.510010,324.269989,324.146210,59305300
2021-12-08,319.989990,322.899994,314.209991,318.260010,318.138550,47555100
2021-12-09,317.339996,322.049988,304.279999,304.899994,304.783600,48850700
2021-12-10,311.500000,313.049988,298.609985,301.980011,301.864777,48882500
2021-12-13,302.489990,302.940002,281.160004,281.609985,281.502502,59834400
2021-12-14,276.989990,286.779999,272.500000,283.369995,283.261841,66703500
2021-12-15,284.000000,305.000000,278.380005,304.589996,304.473724,69829700
2021-12-16,311.519989,311.600006,280.929993,283.869995,283.761658,70736600
2021-12-17,279.850006,289.220001,277.600006,278.010010,277.903900,71375800
2021-12-20,273.049988,281.440002,271.450012,277.190002,277.084198,46184700
2021-12-21,283.739990,291.200012,274.010010,290.750000,290.639008,52438500
2021-12-22,288.910004,295.549988,284.489990,294.000000,293.887787,39518400
2021-12-23,297.549988,300.589996,294.309998,296.399994,296.286865,34302200
2021-12-27,296.600006,310.869995,296.399994,309.450012,309.331909,40368600
2021-12-28,313.119995,313.299988,300.119995,303.220001,303.104279,42059100
2021-12-29,302.730011,305.480011,293.660004,300.010010,299.895508,34313900
2021-12-30,298.269989,304.570007,295.399994,295.859985,295.747070,30886400
2021-12-31,296.739990,300.299988,293.309998,294.109985,293.997742,26653000
2022-01-03,298.149994,307.109985,297.850006,301.209991,301.095032,39154700
2022-01-04,302.769989,304.679993,283.489990,292.899994,292.788177,52715400
2022-01-05,289.489990,294.160004,275.329987,276.040009,275.934631,49806400
2022-01-06,276.399994,284.380005,270.649994,281.779999,281.672424,45418600
2022-01-07,281.410004,284.220001,270.570007,272.470001,272.365997,40993900
2022-01-10,265.809998,274.690002,256.440002,274.000000,273.895416,59468100
2022-01-11,273.230011,280.649994,268.390015,278.170013,278.063843,40408900
2022-01-12,280.670013,285.950012,276.079987,279.989990,279.883118,38341300
2022-01-13,283.790009,284.799988,264.980011,265.750000,265.648560,54017100
2022-01-14,263.000000,271.970001,262.100006,269.420013,269.317169,39583200
2022-01-18,262.600006,266.380005,257.700012,259.029999,258.931122,42427000
2022-01-19,260.790009,265.429993,250.520004,250.669998,250.574326,48831500
2022-01-20,253.039993,255.789993,240.779999,241.500000,241.407822,43518100
2022-01-21,235.070007,248.229996,232.630005,233.740005,233.650787,71895800
2022-01-24,223.300003,233.800003,208.880005,233.720001,233.630798,91398200
2022-01-25,225.460007,229.429993,220.000000,223.240005,223.154800,66461600
2022-01-26,232.399994,240.570007,223.000000,227.720001,227.633087,75595900
2022-01-27,235.679993,239.949997,216.750000,219.440002,219.356247,57335300
2022-01-28,220.119995,228.580002,212.960007,228.399994,228.312820,54377400
2022-01-31,231.820007,245.089996,230.520004,244.860001,244.766541,56468000
2022-02-01,251.039993,251.449997,238.899994,246.380005,246.285965,51892500
2022-02-02,257.940002,258.170013,245.529999,252.419998,252.323669,54341900
2022-02-03,244.580002,250.770004,237.800003,239.479996,239.388596,41017800
2022-02-04,239.720001,246.350006,236.320007,243.190002,243.097183,35482900
2022-02-07,243.720001,251.820007,242.020004,247.279999,247.185623,37686800
2022-02-08,243.589996,252.300003,239.800003,251.080002,250.984177,41035900
2022-02-09,256.220001,267.250000,253.529999,267.049988,266.948059,52428200
2022-02-10,259.950012,269.250000,256.000000,258.239990,258.141418,51320000
2022-02-11,259.160004,261.519989,237.729996,239.490005,239.398605,60547200
2022-02-14,239.339996,248.750000,237.550003,242.669998,242.577377,44042400
2022-02-15,249.490005,265.450012,247.839996,264.950012,264.848877,69986900
2022-02-16,262.589996,265.820007,255.520004,265.109985,265.008789,73267600
2022-02-17,256.299988,257.850006,241.649994,245.070007,244.976471,81059500
2022-02-18,246.679993,249.860001,231.000000,236.419998,236.329758,76125500
2022-02-22,230.350006,240.639999,230.000000,233.899994,233.810715,63342200
2022-02-23,238.020004,241.550003,223.009995,223.869995,223.784546,56651100
2022-02-24,210.149994,238.000000,208.899994,237.479996,237.389359,73580100
2022-02-25,237.210007,242.169998,233.809998,241.570007,241.477814,52886600
2022-02-28,239.919998,246.649994,237.070007,243.850006,243.756927,47731900
2022-03-01,242.910004,243.770004,231.320007,234.770004,234.680405,41205600
2022-03-02,237.559998,244.089996,234.149994,242.199997,242.148804,38964200
2022-03-03,242.619995,243.259995,234.690002,237.139999,237.089874,36509500
2022-03-04,233.839996,236.800003,224.820007,229.360001,229.311523,43141500
2022-03-07,228.169998,230.330002,213.300003,213.520004,213.474869,45082100
2022-03-08,213.089996,223.729996,206.500000,215.139999,215.094528,55746700
2022-03-09,223.869995,232.199997,222.470001,230.139999,230.091354,49274200
2022-03-10,225.309998,227.880005,218.820007,226.580002,226.532120,42806600
2022-03-11,230.220001,231.449997,220.460007,221.000000,220.953293,36720900
2022-03-14,218.690002,222.619995,211.589996,213.300003,213.254913,38535400
2022-03-15,215.179993,230.380005,213.220001,229.729996,229.681442,49199600
2022-03-16,235.000000,245.970001,231.720001,244.960007,244.908234,67142200
2022-03-17,241.199997,248.419998,239.059998,247.660004,247.607666,47194100
2022-03-18,247.990005,265.690002,246.240005,264.529999,264.474091,73071900
2022-03-21,265.070007,271.519989,259.670013,267.339996,267.283478,59172700
2022-03-22,267.269989,272.380005,260.720001,265.239990,265.183929,54700700
2022-03-23,261.260010,266.119995,255.750000,256.339996,256.285828,50212000
2022-03-24,261.660004,283.200012,259.070007,281.500000,281.440491,87737900
2022-03-25,278.859985,283.579987,272.709991,276.920013,276.861481,57901600
2022-03-28,277.559998,282.500000,272.059998,282.190002,282.130371,42549400
2022-03-29,286.950012,289.459991,279.799988,286.559998,286.499420,48898400
2022-03-30,283.040009,284.959991,275.029999,276.899994,276.841461,46348700
2022-03-31,277.820007,282.480011,272.700012,272.859985,272.802307,52344000
2022-04-01,273.750000,274.959991,262.670013,267.119995,267.063538,51723500
2022-04-04,267.279999,275.579987,266.130005,273.600006,273.542175,39712000
2022-04-05,272.540009,273.190002,258.200012,259.309998,259.255188,43661500
2022-04-06,249.339996,253.000000,240.029999,244.070007,244.018417,70383300
2022-04-07,244.410004,247.220001,234.779999,242.080002,242.028839,55799200
2022-04-08,239.169998,239.229996,230.619995,231.190002,231.141144,52478100
2022-04-11,222.139999,223.199997,216.600006,219.169998,219.123672,57520700
2022-04-12,225.369995,227.250000,212.820007,215.039993,214.994537,66225800
2022-04-13,217.279999,225.000000,214.550003,222.029999,221.983078,51694300
2022-04-14,225.050003,227.770004,211.630005,212.580002,212.535065,56909700
2022-04-18,212.000000,220.880005,210.789993,217.830002,217.783966,52570100
2022-04-19,217.199997,223.729996,213.139999,221.979996,221.933075,51278100
2022-04-20,225.169998,226.699997,212.000000,214.820007,214.774597,46897400
2022-04-21,217.089996,223.919998,200.000000,201.830002,201.787338,65620900
2022-04-22,203.029999,204.860001,195.000000,195.149994,195.108749,62471300
2022-04-25,192.020004,199.449997,190.960007,199.020004,198.977936,64156600
2022-04-26,197.179993,197.880005,186.699997,187.880005,187.840302,65314300
2022-04-27,185.979996,191.669998,182.899994,184.149994,184.111069,49946000
2022-04-28,189.669998,200.369995,184.899994,197.820007,197.778198,57032700
2022-04-29,194.020004,201.279999,185.169998,185.470001,185.430801,50043500
2022-05-02,185.410004,195.740005,183.910004,195.330002,195.288712,57204900
2022-05-03,194.000000,198.250000,191.330002,196.020004,195.978577,47575100
2022-05-04,199.229996,204.000000,187.509995,203.339996,203.297012,64885500
2022-05-05,198.669998,199.250000,185.000000,188.440002,188.400177,62633100
